Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.77.11-192.168.77.21-29644-80-6,192.168.77.11,29644,192.168.77.21,80,6,16/04/2025 04:27:12 PM,48,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41666.666666666664,48.0,0.0,48.0,48.0,0,0,0,0,0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,0,40,0.0,41666.666666666664,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-37361-80-6,192.168.77.11,37361,192.168.77.21,80,6,16/04/2025 04:27:12 PM,30,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,66666.66666666667,30.0,0.0,30.0,30.0,0,0,0,0,0,30.0,30.0,0.0,30.0,30.0,0,0,0,0,0,40,0.0,66666.66666666667,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-9743-80-17,192.168.77.11,9743,192.168.77.21,80,17,16/04/2025 04:27:23 PM,1164172,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7179592019048733,1164172.0,0.0,1164172.0,1164172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.8589796009524366,0.8589796009524366,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-27524-80-6,192.168.77.11,27524,192.168.77.21,80,6,16/04/2025 04:27:14 PM,46,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43478.260869565216,46.0,0.0,46.0,46.0,0,0,0,0,0,46.0,46.0,0.0,46.0,46.0,0,0,0,0,0,40,0.0,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-1531-80-6,192.168.77.11,1531,192.168.77.21,80,6,16/04/2025 04:27:07 PM,33,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33.0,33.0,0,0,0,0,0,33.0,33.0,0.0,33.0,33.0,0,0,0,0,0,40,0.0,60606.0606060606,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-5259-80-6,192.168.77.11,5259,192.168.77.21,80,6,16/04/2025 04:27:11 PM,40,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49999.99999999999,40.0,0.0,40.0,40.0,0,0,0,0,0,40.0,40.0,0.0,40.0,40.0,0,0,0,0,0,40,0.0,49999.99999999999,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-1362-80-6,192.168.77.11,1362,192.168.77.21,80,6,16/04/2025 04:27:07 PM,34,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,58823.529411764706,34.0,0.0,34.0,34.0,0,0,0,0,0,34.0,34.0,0.0,34.0,34.0,0,0,0,0,0,40,0.0,58823.529411764706,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-14884-80-6,192.168.77.11,14884,192.168.77.21,80,6,16/04/2025 04:27:13 PM,39,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,0,0,0,0,0,39.0,39.0,0.0,39.0,39.0,0,0,0,0,0,40,0.0,51282.05128205128,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-50544-80-6,192.168.77.11,50544,192.168.77.21,80,6,16/04/2025 04:27:11 PM,41,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48780.487804878045,41.0,0.0,41.0,41.0,0,0,0,0,0,41.0,41.0,0.0,41.0,41.0,0,0,0,0,0,40,0.0,48780.487804878045,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.11-192.168.77.21-56031-80-17,192.168.77.11,56031,192.168.77.21,80,17,16/04/2025 04:27:23 PM,4236408,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47209806043232855,4236408.0,0.0,4236408.0,4236408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.23604903021616427,0.23604903021616427,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
